6,5,532.56
18,7,137.056
83,7,482.241
94,7,194.631
9,8,338.856
10,8,162.118
11,8,141.029
22,8,231.056
10,9,281.014
11,9,246.07
12,9,176.6
13,9,299.68
19,10,999.03
22,10,343.045
62,10,118.65
63,10,213.372
19,11,806.154
22,11,150.136
13,12,247.777
40,14,348.99
52,14,534.865
16,15,93.09
18,15,218.692
17,16,140.1
18,17,218.69
67,17,515.61
94,17,183.61
94,18,158.309
20,19,136.99
21,19,575.53
21,20,712.628
92,20,406.12
93,21,553.99
88,22,691.73
109,22,335.41
24,23,58.592
25,23,106.524
78,23,155.27
87,23,498.59
80,24,147.453
87,24,284.88
27,25,145.694
38,25,55.208
27,26,27.24
53,26,127.608
78,26,141.481
81,26,145.492
38,27,186.488
57,27,121.026
78,27,168.079
58,28,117.398
59,28,140.947
68,28,428.172
76,28,221.83
30,29,19.112
32,29,143.665
33,29,154.911
42,29,117.898
48,29,75.179
31,30,41.709
71,30,60.284
75,30,94.472
33,31,153.923
75,31,136.759
82,31,244.132
33,32,27.067
46,32,69.004
81,32,38.433
80,33,38.586
82,33,80.583
35,34,134.782
38,34,317.649
56,34,46.899
36,35,164.665
40,35,190.687
56,35,163.982
37,36,261.458
108,36,161.842
111,36,229.057
39,37,47.957
61,37,96.515
57,38,296.363
111,38,131.154
40,39,29.378
45,41,53.558
47,41,48.828
59,41,109.904
46,42,89.458
48,42,62.554
49,42,58.263
44,43,103.597
45,43,82.565
47,43,157.579
54,43,108.948
45,44,102.002
46,44,79.288
49,44,87.264
53,44,8.41
49,45,102.778
49,46,90.498
81,46,64.175
54,47,203.275
59,47,156.812
71,48,127.791
98,48,113.282
54,50,137.258
55,50,133.966
57,50,89.928
52,51,18.219
55,51,54.472
56,51,176.347
57,51,17.491
55,52,44.674
54,53,36.109
57,53,204.089
58,55,467.737
57,56,207.39
59,58,29.58
76,59,98.106
77,59,248.426
61,60,164.66
90,60,279.43
108,60,233.387
63,62,96.01
95,62,184.46
86,63,259.42
95,63,247.6
96,63,306.569
65,64,281.909
67,64,107.04
68,65,261.41
73,65,284.521
74,65,367.61
67,66,287.22
68,66,259.142
70,69,130.195
72,69,112.616
74,69,64.3
75,69,153.751
104,69,259.352
71,70,100.751
72,70,15.833
97,70,96.814
99,70,238.642
75,71,51.921
97,71,169.121
98,71,128.443
73,72,113.855
77,72,51.908
74,73,148.6
76,73,34.25
77,73,156.97
104,74,218.362
99,75,289.473
103,75,128.693
98,77,85.059
80,78,18.245
81,78,34.422
82,79,133.462
87,79,84.147
81,80,30.801
82,80,64.871
84,83,214.79
106,84,179.44
106,85,102.35
87,86,491.06
110,86,346.38
96,87,362.772
101,87,393.32
90,88,226
91,88,294.792
91,89,197.74
92,89,211.411
93,92,565.38
96,95,584.5
98,97,45.549
100,99,9.277
101,99,264.69
102,99,132.843
104,99,96.784
102,100,140.755
104,100,104.696
103,101,65.42
104,102,36.695
104,103,285.31
106,105,110.13
108,107,159.768
109,107,171.06
110,107,199.911
109,108,329.15
111,108,174.01
110,109,306.68
